名稱,縣市,緯度,經度,is_indoor,設施類型,最近測站,測站AQI,距離(km),風險等級
五峰活動中心,新竹縣,24.386,121.073,True,室內,三義,28,31.75,Normal
金門縣烈嶼鄉林湖村辦公處,金門縣烈嶼鄉,24.428328,118.248571,True,室內,金門,53,6.46,Normal
南坑村集會所暨南外社區活動中心,新竹縣北埔鄉,24.6725,121.0561,True,室內,竹東,31,8.3,Normal
烏坵鄉小坵村活動中心,金門縣烏坵鄉,24.98,119.47,True,室內,金門,53,131.87,Normal
金門縣烏坵鄉公所大廳,金門縣烏坵鄉,24.988739,119.453178,True,室內,金門,53,130.81,Normal
霞雲社區活動中心,桃園市復興區,24.814018,121.406238,True,室內,新北（樹林）,50,15.19,Normal
澤仁里辦公處,桃園市復興區,24.820601,121.351987,True,室內,龍潭,32,14.5,Normal
奎輝里活動中心,桃園市復興區,24.797047,121.334302,True,室內,龍潭,32,14.03,Normal
高義教會,桃園市復興區,24.706112,121.354462,True,室內,龍潭,32,22.41,Normal
東莒老人活動中心,連江縣莒光鄉,25.956666,119.977206,True,室內,馬祖,63,22.05,Normal
福正風景管理處,連江縣莒光鄉,25.961848,119.985351,True,室內,馬祖,63,21.58,Normal
莒光指揮部國軍文康中心,連江縣莒光鄉,25.97828,119.932125,True,室內,馬祖,63,19.62,Normal
田沃老人活動中心,連江縣莒光鄉,25.972438,119.944922,True,室內,馬祖,63,20.17,Normal
青帆老人活動中心,連江縣莒光鄉,25.969995,119.933712,True,室內,馬祖,63,20.52,Normal
敬恆國中小禮堂,連江縣莒光鄉,25.970819,119.933934,True,室內,馬祖,63,20.43,Normal
東莒國小綜合教室,連江縣莒光鄉,25.957484,119.97711,True,室內,馬祖,63,21.96,Normal
石牌社區活動中心,桃園市新屋區,26.0,121.051297,True,室內,富貴角,60,92.09,Normal
上大社區活動中心,桃園市觀音區,24.978234,121.147333,True,室內,平鎮,36,6.37,Normal
武威社區活動中心,桃園市觀音區,25.028242,121.073317,True,室內,觀音,37,1.26,Normal
塔腳社區活動中心,桃園市觀音區,25.049298,121.154708,True,室內,大園,36,4.99,Normal
廣福社區活動中心,桃園市觀音區,25.019018,121.153383,True,室內,大園,36,6.8,Normal
草漯國民小學,桃園市觀音區,25.045941,121.142939,True,室內,觀音,37,6.16,Normal
上大國民小學,桃園市觀音區,24.979129,121.146755,True,室內,平鎮,36,6.47,Normal
崙坪國民小學,桃園市觀音區,24.999596,121.162676,True,室內,平鎮,36,6.67,Normal
富林國民小學,桃園市觀音區,25.062195,121.1285,True,室內,觀音,37,5.47,Normal
樹林國民小學,桃園市觀音區,25.062176,121.128468,True,室內,觀音,37,5.47,Normal
觀音區公所綠資源中心,桃園市觀音區,25.028281,121.083597,True,室內,觀音,37,0.81,Normal
高雄市前鎮區光華國民小學,高雄市前鎮區,22.615,120.32,True,室內,復興,83,1.08,Normal
大武國小,臺東縣大武鄉,22.365009,120.905497,True,室內,屏東（枋山）,77,28.58,Normal
尖山國小操場,苗栗縣頭份市,24.64686,120.894048,False,室外,頭份,29,5.58,Normal
高雄市小港區鳳林國民小學,高雄市小港區,22.527,120.343,True,室內,小港,83,4.35,Normal
大武社區活動中心,屏東縣霧臺鄉,22.757534,120.754782,True,室內,美濃,58,26.92,Normal
和平國小,花蓮縣秀林鄉,24.308073,121.748879,True,室內,冬山,33,36.32,Normal
佳義社區活動中心,屏東縣瑪家鄉,22.653475,120.630874,True,室內,屏東,88,14.82,Normal
中東社區活動中心,彰化縣員林市,23.971414,120.599689,True,室內,員林,38,3.87,Normal
崇實高工體育館,彰化縣員林市,23.961057,120.574848,True,室內,員林,38,1.19,Normal
東芳國小,彰化縣彰化市,24.062538,120.516345,True,室內,彰化,39,2.58,Normal
三義社區活動中心,彰化縣員林市,23.95268,120.563531,True,室內,員林,38,0.99,Normal
大同國中,彰化縣員林市,23.963213,120.579502,True,室內,員林,38,1.67,Normal
員林農工體育館,彰化縣員林市,23.955187,120.581692,True,室內,員林,38,2.01,Normal
員林市員東國小,彰化縣員林市,23.961879,120.587309,True,室內,員林,38,2.45,Normal
員林市員林國中活動中心,彰化縣員林市,23.979184,120.557085,True,室內,員林,38,2.05,Normal
員林市員林國小,彰化縣員林市,23.960059,120.57921,True,室內,員林,38,1.64,Normal
健康公園,臺中市南區,24.119757,120.667553,False,室外,大里,38,2.5,Normal
屏東市信義國小,屏東縣屏東市,22.68523,120.49197,True,室內,屏東,88,1.41,Normal
光隆營區,臺中市太平區,24.1112,120.7305,False,室外,大里,38,5.44,Normal
大快官藝文館,彰化縣彰化市,24.068651,120.613159,True,室內,彰化,39,7.28,Normal
彰德國中勤學樓、育英樓穿堂,彰化縣彰化市,24.08054,120.589342,True,室內,彰化,39,5.12,Normal
介壽社區活動中心,彰化縣彰化市,24.070873,120.551727,True,室內,彰化,39,1.17,Normal
國聖國小,彰化縣彰化市,24.092292,120.568089,True,室內,彰化,39,3.98,Normal
石牌國小,彰化縣彰化市,24.058558,120.614942,True,室內,彰化,39,7.5,Normal
茄苳社區活動中心,彰化縣彰化市,24.10378,120.547944,True,室內,彰化,39,4.25,Normal
三民國小,彰化縣彰化市,24.085743,120.604547,True,室內,彰化,39,6.76,Normal
南北管戲曲音樂館,彰化縣彰化市,24.068206,120.529851,True,室內,彰化,39,1.21,Normal
牛埔社區活動中心,彰化縣彰化市,24.081368,120.597531,True,室內,彰化,39,5.94,Normal
桃源社區活動中心,彰化縣彰化市,24.072547,120.559047,True,室內,彰化,39,1.92,Normal
南興社區活動中心,彰化縣彰化市,24.056604,120.533189,True,室內,彰化,39,1.34,Normal
快官社區活動中心,彰化縣彰化市,24.068422,120.612013,True,室內,彰化,39,7.16,Normal
福山社區活動中心,彰化縣彰化市,24.082668,120.571394,True,室內,彰化,39,3.55,Normal
延和社區活動中心,彰化縣彰化市,24.059306,120.538252,True,室內,彰化,39,0.81,Normal
泰和國小,彰化縣彰化市,24.092496,120.55168,True,室內,彰化,39,3.12,Normal
彰興國中,彰化縣彰化市,24.059274,120.538251,True,室內,彰化,39,0.82,Normal
信義國中小,彰化縣彰化市,24.062723,120.52814,True,室內,彰化,39,1.41,Normal
雅溝社區活動中心,彰化縣和美鎮,24.099707,120.492521,True,室內,線西,32,4.28,Normal
湖口鄉信勢國小禮堂,新竹縣湖口鄉,21.9002,121.0376,True,室內,恆春,42,26.45,Normal
港口社區活動中心,屏東縣滿州鄉,21.9912,120.8271,True,室內,恆春,42,5.39,Normal
恆春國中收容所,屏東縣恆春鎮,22.0031,120.7475,True,室內,恆春,42,6.58,Normal
恆春鎮公所,屏東縣恆春鎮,22.0038,120.7474,True,室內,恆春,42,6.65,Normal
永靖社區活動中心,屏東縣滿州鄉,22.0052,120.8092,True,室內,恆春,42,5.64,Normal
永港國民小學,屏東縣滿州鄉,22.005679,120.817377,True,室內,恆春,42,6.05,Normal
恒春國小收容所,屏東縣恆春鎮,22.0064,120.7466,True,室內,恆春,42,6.92,Normal
僑勇國小收容所,屏東縣恆春鎮,22.0087,120.7442,True,室內,恆春,42,7.28,Normal
滿州國民小學,屏東縣滿州鄉,22.020382,120.838101,True,室內,恆春,42,8.59,Normal
屏東縣滿州鄉公所,屏東縣滿州鄉,22.0209,120.8386,True,室內,恆春,42,8.66,Normal
舊蘭嶼國小,臺東縣蘭嶼鄉,22.0211,121.5546,True,室內,恆春,42,79.26,Normal
滿州社區活動中心,屏東縣滿州鄉,22.0233,120.8371,True,室內,恆春,42,8.79,Normal
屏東縣滿州鄉圖書館,屏東縣滿州鄉,22.0243,120.8377,True,室內,恆春,42,8.92,Normal
滿州國民中學,屏東縣滿州鄉,22.024499,120.839695,True,室內,恆春,42,9.05,Normal
蘭恩活動中心,臺東縣蘭嶼鄉,22.026,121.539,True,室內,恆春,42,77.7,Normal
蘭嶼國民小學,臺東縣蘭嶼鄉,22.0302,121.5266,True,室內,恆春,42,76.48,Normal
響林活動中心,屏東縣滿州鄉,22.0377,120.8335,True,室內,恆春,42,9.98,Normal
椰油國民小學,臺東縣蘭嶼鄉,22.0453,121.5176,True,室內,恆春,42,75.75,Normal
蘭嶼完全高級中學,臺東縣蘭嶼鄉,22.0494,121.5126,True,室內,恆春,42,75.3,Normal
屏東縣立車城國小保力分校,屏東縣車城鄉,22.0561,120.7275,True,室內,恆春,42,12.61,Normal
屏東縣立車城國小射寮分校,屏東縣車城鄉,22.0567,120.7118,True,室內,恆春,42,13.55,Normal
屏東縣立車城國中,屏東縣車城鄉,22.0729,120.7165,True,室內,恆春,42,14.79,Normal
高士國小牡林分校,屏東縣牡丹鄉,22.0731,120.8139,True,室內,恆春,42,13.05,Normal
長樂村長壽俱樂部,屏東縣滿州鄉,22.0742,120.8258,True,室內,恆春,42,13.46,Normal
屏東縣立車城國小,屏東縣車城鄉,22.0749,120.7146,True,室內,恆春,42,15.08,Normal
長樂國小,屏東縣滿州鄉,22.0755,120.8286,True,室內,恆春,42,13.68,Normal
車城福安宮香客大樓,屏東縣車城鄉,22.0766,120.7119,True,室內,恆春,42,15.39,Normal
朗島國小,臺東縣蘭嶼鄉,22.0792,121.5286,True,室內,恆春,42,77.43,Normal
屏東縣立車城國小溫泉分校,屏東縣車城鄉,22.096,120.7487,True,室內,恆春,42,15.89,Normal
九棚永久屋大愛基地活動中心,屏東縣滿州鄉,22.111079,120.87378,True,室內,恆春,42,19.13,Normal
高士國小,屏東縣牡丹鄉,22.1248,120.847,True,室內,恆春,42,19.48,Normal
石門村活動中心,屏東縣牡丹鄉,22.1254,120.774,True,室內,恆春,42,18.67,Normal
港仔活動中心,屏東縣滿州鄉,22.1334,120.8815,True,室內,恆春,42,21.71,Normal
竹坑活動中心,屏東縣獅子鄉,22.1454,120.7012,True,室內,屏東（枋山）,77,13.83,Normal
牡丹國小,屏東縣牡丹鄉,22.1766,120.8377,True,室內,屏東（枋山）,77,21.34,Normal
楓港國民小學,屏東縣枋山鄉,22.1902,120.6922,True,室內,屏東（枋山）,77,8.91,Normal
旭海村活動中心,屏東縣牡丹鄉,22.1917,120.8786,True,室內,屏東（枋山）,77,24.61,Normal
楓港老人文康中心,屏東縣枋山鄉,22.193,120.6895,True,室內,屏東（枋山）,77,8.5,Normal
楓林國小,屏東縣獅子鄉,22.2022,120.7038,True,室內,屏東（枋山）,77,8.46,Normal
丹路國小,屏東縣獅子鄉,22.2034,120.7515,True,室內,屏東（枋山）,77,12.12,Normal
獅子鄉立綜合體育館,屏東縣獅子鄉,22.2051,120.7014,True,室內,屏東（枋山）,77,8.06,Normal
東源村活動中心,屏東縣牡丹鄉,22.2052,120.851,True,室內,屏東（枋山）,77,21.45,Normal
內文活動中心,屏東縣獅子鄉,22.2183,120.8507,True,室內,屏東（枋山）,77,21.05,Normal
獅子活動中心,屏東縣獅子鄉,22.2323,120.6805,True,室內,屏東（枋山）,77,4.36,Normal
草埔活動中心,屏東縣獅子鄉,22.2341,120.8014,True,室內,屏東（枋山）,77,15.72,Normal
枋山鄉公所,屏東縣枋山鄉,22.26396799,120.6524235,True,室內,屏東（枋山）,77,0.36,Normal
枋寮高中正成分校,屏東縣枋山鄉,22.2643,120.6606,True,室內,屏東（枋山）,77,1.01,Normal
南田基督教會,臺東縣達仁鄉,22.276682,120.890256,True,室內,屏東（枋山）,77,24.63,Normal
森永活動中心,臺東縣達仁鄉,22.280641,120.864826,True,室內,屏東（枋山）,77,22.06,Normal
南田活動中心,臺東縣達仁鄉,22.286514,120.888972,True,室內,屏東（枋山）,77,24.6,Normal
安朔基督教會,臺東縣達仁鄉,22.292996,120.866016,True,室內,屏東（枋山）,77,22.36,Normal
安朔集會所,臺東縣達仁鄉,22.293497,120.867753,True,室內,屏東（枋山）,77,22.55,Normal
安朔國小,臺東縣達仁鄉,22.294292,120.868276,True,室內,屏東（枋山）,77,22.61,Normal
達仁鄉公所禮堂,臺東縣達仁鄉,22.297005,120.883062,True,室內,屏東（枋山）,77,24.17,Normal
大南國民小學,臺東縣卑南鄉,22.301654,121.016385,True,室內,屏東（枋山）,77,37.82,Normal
內獅國小,屏東縣獅子鄉,22.3052,120.6427,True,室內,屏東（枋山）,77,5.01,Normal
南興村社區活動中心,臺東縣大武鄉,22.3104,120.8867,True,室內,屏東（枋山）,77,24.82,Normal
南福社區活動中心,屏東縣琉球鄉,22.3284,120.3634,True,室內,屏東（琉球）,80,3.01,Normal
加祿國民小學,屏東縣枋山鄉,22.3302,120.6211,True,室內,屏東（枋山）,77,8.32,Normal
大福社區活動中心,屏東縣琉球鄉,22.3338,120.3708,True,室內,屏東（琉球）,80,2.15,Normal
琉球國中,屏東縣琉球鄉,22.336,120.3685,True,室內,屏東（琉球）,80,2.01,Normal
琉球國小,屏東縣琉球鄉,22.3371,120.3683,True,室內,屏東（琉球）,80,1.92,Normal
尚武村社區活動中心,臺東縣大武鄉,22.342,120.8818,True,室內,屏東（枋山）,77,25.35,Normal
大武鄉立托兒所,臺東縣大武鄉,22.3425,120.8806,True,室內,屏東（枋山）,77,25.26,Normal
全德國小,屏東縣琉球鄉,22.3462,120.3692,True,室內,屏東（琉球）,80,1.06,Normal
琉球鄉公所,屏東縣琉球鄉,22.3501,120.3837,True,室內,屏東（琉球）,80,0.71,Normal
老人文康活動中心,屏東縣枋寮鄉,22.3562,120.5997,True,室內,屏東（枋山）,77,11.86,Normal
大武老人會館,臺東縣大武鄉,22.3564,120.9038,True,室內,屏東（枋山）,77,28.05,Normal
大武鄉多功能綜合活動中心暨避難收容所,臺東縣大武鄉,22.3581,120.9064,True,室內,屏東（枋山）,77,28.36,Normal
古華社區活動中心,屏東縣春日鄉,22.3596,120.6281,True,室內,屏東（枋山）,77,11.24,Normal
大武村社區活動中心,臺東縣大武鄉,22.3596,120.8975,True,室內,屏東（枋山）,77,27.59,Normal
古華國民小學,屏東縣春日鄉,22.361,120.626,True,室內,屏東（枋山）,77,11.43,Normal
僑德國小,屏東縣枋寮鄉,22.3631,120.6,True,室內,屏東（枋山）,77,12.54,Normal
枋寮國小,屏東縣枋寮鄉,22.3678,120.5908,True,室內,屏東（枋山）,77,13.43,Normal
士文聚會所,屏東縣春日鄉,22.3685,120.6639,True,室內,屏東（枋山）,77,12.03,Normal
古華國民小學-士文分校,屏東縣春日鄉,22.3689,120.6635,True,室內,屏東（枋山）,77,12.07,Normal
春日社區活動中心,屏東縣春日鄉,22.3703,120.6243,True,室內,屏東（枋山）,77,12.48,Normal
春日國民小學,屏東縣春日鄉,22.3703,120.627,True,室內,屏東（枋山）,77,12.42,Normal
枋寮高中,屏東縣枋寮鄉,22.3711,120.5908,True,室內,屏東（枋山）,77,13.75,Normal
臺東縣立安朔國小新化分校,臺東縣達仁鄉,22.381551,120.856773,True,室內,屏東（枋山）,77,25.02,Normal
建興國小,屏東縣枋寮鄉,22.387,120.6019,True,室內,屏東（枋山）,77,14.92,Normal
屏東市復興公園,屏東縣屏東市,22.3931,120.2857,False,室外,屏東（琉球）,80,10.45,Warning
國立屏東高級工業職業學校,屏東縣屏東市,22.3948,120.2912,True,室內,屏東（琉球）,80,10.03,Normal
東海國小,屏東縣枋寮鄉,22.4013,120.5773,True,室內,潮州,95,13.65,Normal
屏東市千禧公園,屏東縣屏東市,22.4044,120.2952,False,室外,屏東（琉球）,80,10.24,Warning
東海國小太源分校,屏東縣枋寮鄉,22.4082,120.593,True,室內,潮州,95,13.19,Normal
國立佳冬高農,屏東縣佳冬鄉,22.409,120.5584,True,室內,潮州,95,12.69,Normal
屏東市廣興公園,屏東縣屏東市,22.413,120.2915,False,室外,屏東（琉球）,80,11.11,Warning
加津林活動中心,臺東縣大武鄉,22.4162,120.9223,True,室內,屏東（枋山）,77,32.77,Normal
佳冬鄉立幼兒園,屏東縣佳冬鄉,22.423,120.5669,True,室內,潮州,95,11.15,Normal
力里國民小學,屏東縣春日鄉,22.4277,120.629,True,室內,潮州,95,12.69,Normal
春日鄉立老人文康中心,屏東縣春日鄉,22.428,120.6279,True,室內,潮州,95,12.6,Normal
佳冬國中,屏東縣佳冬鄉,22.4285,120.5668,True,室內,潮州,95,10.54,Normal
屏東縣林邊鄉崎峰活動中心,屏東縣林邊鄉,22.4298,120.4902,True,室內,林園,98,9.77,Normal
來義鄉文物館,屏東縣來義鄉,22.435,120.6379,True,室內,潮州,95,12.57,Normal
南和國小,屏東縣來義鄉,22.4364,120.6426,True,室內,潮州,95,12.77,Normal
屏東縣林邊鄉仁和國民小學,屏東縣林邊鄉,22.4374,120.5114,True,室內,潮州,95,10.82,Normal
土?天主堂,臺東縣達仁鄉,22.453848,120.886914,True,室內,屏東（枋山）,77,32.35,Normal
臺東縣立土?國小,臺東縣達仁鄉,22.453853,120.887664,True,室內,屏東（枋山）,77,32.41,Normal
達仁鄉立土?托兒所,臺東縣達仁鄉,22.454897,120.885982,True,室內,屏東（枋山）,77,32.36,Normal
大潭國小,屏東縣東港鎮,22.456799,120.495771,True,室內,林園,98,8.99,Normal
愛國蒲分校,臺東縣大武鄉,22.4575,120.9227,True,室內,屏東（枋山）,77,35.44,Normal
以栗國小,屏東縣東港鎮,22.4624,120.4629,True,室內,林園,98,5.59,Normal
東隆宮香客大樓,屏東縣東港鎮,22.4631,120.4488,True,室內,林園,98,4.22,Normal
太麻里鄉多良村辦公處,臺東縣太麻里鄉,22.4631,120.9414,True,室內,屏東（枋山）,77,37.34,Normal
東隆國小,屏東縣東港鎮,22.463386,120.449937,True,室內,林園,98,4.31,Normal
望嘉警察派出所,屏東縣來義鄉,22.4636,120.6218,True,室內,潮州,95,9.09,Normal
屏東縣林邊鄉竹林國民小學,屏東縣林邊鄉,22.4642,120.5331,True,室內,潮州,95,7.16,Normal
東港高中,屏東縣東港鎮,22.4652,120.4555,True,室內,林園,98,4.77,Normal
東光國小,屏東縣東港鎮,22.4694,120.4596,True,室內,林園,98,5.04,Normal
東港國小,屏東縣東港鎮,22.4707,120.4547,True,室內,林園,98,4.52,Normal
新埤鄉立幼兒園,屏東縣新埤鄉,22.4754,120.611,True,室內,潮州,95,7.37,Normal
臺東縣台?國民小學,臺東縣達仁鄉,22.47755,120.9077,True,室內,屏東（枋山）,77,35.7,Normal
台?活動中心,臺東縣達仁鄉,22.47805,120.9081,True,室內,屏東（枋山）,77,35.77,Normal
東興國小,屏東縣東港鎮,22.4784,120.4657,True,室內,林園,98,5.54,Normal
北市大附小,臺北市中正區,22.4797,120.913,True,室內,屏東（枋山）,77,36.26,Normal
台?基督教會,臺東縣達仁鄉,22.479837,120.913513,True,室內,屏東（枋山）,77,36.31,Normal
啦里吧活動中心,臺東縣達仁鄉,22.48099,120.9136,True,室內,屏東（枋山）,77,36.41,Normal
新埤國小,屏東縣新埤鄉,22.4844,120.5653,True,室內,潮州,95,4.32,Normal
高雄市立中芸國民中學,高雄市林園區,22.485875,120.395311,True,室內,林園,98,1.83,Normal
中芸國小,高雄市林園區,22.4871,120.3967,True,室內,林園,98,1.76,Normal
烏龍國小,屏東縣新園鄉,22.4877,120.4581,True,室內,林園,98,4.85,Normal
鹽洲國小,屏東縣新園鄉,22.4883,120.4408,True,室內,林園,98,3.14,Normal
溪北社區活動中心,屏東縣南州鄉,22.4945,120.5111,True,室內,潮州,95,6.05,Normal
溪北國小,屏東縣南州鄉,22.4957,120.5111,True,室內,潮州,95,5.98,Normal
文樂活動中心,屏東縣來義鄉,22.4999,120.6243,True,室內,潮州,95,6.98,Normal
高雄市林園區港埔國民小學,高雄市林園區,22.504297,120.378585,True,室內,林園,98,4.38,Normal
高雄市林園區王公國民小學,高雄市林園區,22.504698,120.388254,True,室內,林園,98,3.7,Normal
高雄市林園區林園國民小學,高雄市林園區,22.506778,120.394303,True,室內,林園,98,3.52,Normal
林園區長青文康活動中心,高雄市林園區,22.5087,120.3945,True,室內,林園,98,3.7,Normal
港西國小,屏東縣新園鄉,22.5087,120.4556,True,室內,林園,98,5.55,Normal
來義鄉新來義部落多功能活動中心,屏東縣來義鄉,22.5087,120.5825,True,室內,潮州,95,2.71,Normal
潮南國小,屏東縣潮州鎮,22.512958,120.534672,True,室內,潮州,95,2.95,Normal
南榮國中,屏東縣崁頂鄉,22.5134,120.5184,True,室內,潮州,95,4.52,Normal
崁頂國小,屏東縣崁頂鄉,22.5141,120.5118,True,室內,潮州,95,5.17,Normal
高雄市小港區鳳鳴國民小學,高雄市小港區,22.515082,120.357564,True,室內,小港,83,6.0,Normal
崁頂老人文康中心,屏東縣崁頂鄉,22.5152,120.5069,True,室內,潮州,95,5.64,Normal
高雄市立林園高級中學,高雄市林園區,22.516726,120.395661,True,室內,林園,98,4.46,Normal
丹林活動中心,屏東縣來義鄉,22.5174,120.6348,True,室內,潮州,95,7.59,Normal
高雄市小港區鳳林國民中學,高雄市小港區,22.52185,120.348385,True,室內,小港,83,5.01,Normal
潮東國小,屏東縣潮州鎮,22.52309297,120.5609105,True,室內,潮州,95,0.03,Normal
新園國小,屏東縣新園鄉,22.5241,120.4519,True,室內,大寮,101,5.22,High Risk
歷坵活動中心 Liqiu Activity Center,臺東縣金峰鄉,22.526384,120.926439,True,室內,臺東,33,34.3,Normal
古樓國小,屏東縣來義鄉,22.5275,120.6258,True,室內,潮州,95,6.66,Normal
高雄市林園區金潭國民小學,高雄市林園區,22.528055,120.396078,True,室內,大寮,101,5.01,High Risk
金崙溫泉長老教會,臺東縣太麻里鄉,22.530918,120.937667,True,室內,臺東,33,33.16,Normal
賓茂國小 Binmao Elementary School,臺東縣金峰鄉,22.532403,120.95583,True,室內,臺東,33,31.84,Normal
賓茂活動中心 Binmao Activity Center,臺東縣金峰鄉,22.532592,120.961712,True,室內,臺東,33,31.44,Normal
金崙活動中心,臺東縣太麻里鄉,22.533379,120.964363,True,室內,臺東,33,31.21,Normal
光春國中,屏東縣潮州鎮,22.534662,120.539763,True,室內,潮州,95,2.55,Normal
力社國小,屏東縣崁頂鄉,22.5388,120.5092,True,室內,潮州,95,5.62,Normal
義仁里社區活動中心,高雄市大寮區,22.539227,120.403252,True,室內,大寮,101,3.58,High Risk
光春國小,屏東縣潮州鎮,22.540379,120.536872,True,室內,潮州,95,3.15,Normal
高雄市大寮區昭明國小,高雄市大寮區,22.54239,120.408514,True,室內,大寮,101,2.97,High Risk
新園鄉公所,屏東縣新園鄉,22.5438,120.4615,True,室內,大寮,101,4.35,High Risk
仙吉國小,屏東縣新園鄉,22.5443,120.4611,True,室內,大寮,101,4.29,High Risk
四林國小,屏東縣潮州鎮,22.544592,120.569267,True,室內,潮州,95,2.53,Normal
新園國中,屏東縣新園鄉,22.5452,120.461,True,室內,大寮,101,4.23,High Risk
光華國小,屏東縣潮州鎮,22.547268,120.543657,True,室內,潮州,95,3.23,Normal
鎮立幼兒園,屏東縣潮州鎮,22.547719,120.550815,True,室內,潮州,95,2.94,Normal
潮州國小,屏東縣潮州鎮,22.548406,120.541139,True,室內,潮州,95,3.49,Normal
佳佐國小中興分校,屏東縣萬巒鄉,22.5491,120.6123,True,室內,潮州,95,5.99,Normal
瓦?國小,屏東縣新園鄉,22.5523,120.4747,True,室內,大寮,101,5.24,High Risk
平和活動中心,屏東縣泰武鄉,22.5527,120.6293,True,室內,潮州,95,7.73,Normal
潮州國中,屏東縣潮州鎮,22.554008,120.542947,True,室內,潮州,95,3.91,Normal
會結里社區活動中心,高雄市大寮區,22.554827,120.424982,True,室內,大寮,101,1.04,High Risk
高雄市小港區青山國民小學,高雄市小港區,22.555905,118.569662,True,室內,馬公,48,151.94,Normal
潮和國小,屏東縣潮州鎮,22.556803,120.538038,True,室內,潮州,95,4.44,Normal
潮昇國小,屏東縣潮州鎮,22.557031,120.547724,True,室內,潮州,95,4.02,Normal
新厝里社區活動中心,高雄市大寮區,22.560361,120.40918,True,室內,大寮,101,1.71,High Risk
高雄市小港區小港國民小學,高雄市小港區,22.56103,120.336089,True,室內,小港,83,0.56,Normal
志成佛寺,屏東縣萬巒鄉,22.5614,120.5629,True,室內,潮州,95,4.26,Normal
高雄市小港區鳳陽國民小學,高雄市小港區,22.561551,120.370393,True,室內,小港,83,3.39,Normal
潮寮老人活動中心,高雄市大寮區,22.562091,120.430298,True,室內,大寮,101,0.56,High Risk
新庄國小,屏東縣萬丹鄉,22.5622,120.4803,True,室內,大寮,101,5.65,High Risk
高雄市立潮寮國民中學,高雄市大寮區,22.563415,120.425175,True,室內,大寮,101,0.08,High Risk
高雄市小港區二苓國民小學,高雄市小港區,22.5638,120.3533,True,室內,小港,83,1.61,Normal
高雄市立小港高級中學,高雄市小港區,22.565249,120.357413,True,室內,小港,83,2.02,Normal
高雄市大寮區潮寮國小,高雄市大寮區,22.565716,120.425144,True,室內,大寮,101,0.18,High Risk
國立高雄餐旅大學附屬餐旅高級中等學校,高雄市小港區,22.566216,120.371763,True,室內,小港,83,3.49,Normal
高雄市小港區漢民國民小學,高雄市小港區,22.566473,120.35926,True,室內,小港,83,2.21,Normal
高雄市立中山國民中學,高雄市小港區,22.56665,120.356421,True,室內,小港,83,1.92,Normal
高雄市立小港國民中學,高雄市小港區,22.566732,120.338056,True,室內,小港,83,0.11,Normal
高雄市小港區華山國民小學,高雄市小港區,22.5677,120.3657,True,室內,小港,83,2.88,Normal
高雄市小港區港和國民小學,高雄市小港區,22.5681,120.3379,True,室內,小港,83,0.25,Normal
佳興活動中心,屏東縣泰武鄉,22.5703,120.6631,True,室內,潮州,95,11.71,Normal
佳佐國小,屏東縣萬巒鄉,22.5712,120.5956,True,室內,潮州,95,6.41,Normal
萬巒鄉公所展覽廳,屏東縣萬巒鄉,22.5725,120.5678,True,室內,潮州,95,5.53,Normal
高雄市前鎮區佛公國民小學,高雄市前鎮區,22.572651,120.320909,True,室內,小港,83,1.89,Normal
萬巒國小,屏東縣萬巒鄉,22.5727,120.5723,True,室內,潮州,95,5.63,Normal
大明國小,屏東縣竹田鄉,22.5756,120.5251,True,室內,潮州,95,6.91,Normal
過溪里社區活動中心,高雄市大寮區,22.576183,120.418885,True,室內,大寮,101,1.49,High Risk
武潭活動中心,屏東縣泰武鄉,22.578,120.6361,True,室內,潮州,95,9.82,Normal
西方道堂,屏東縣萬巒鄉,22.5802,120.6297,True,室內,潮州,95,9.48,Normal
高雄市前鎮區明正國民小學,高雄市前鎮區,22.580243,120.326581,True,室內,小港,83,1.97,Normal
高雄市立明義國民中學,高雄市小港區,22.582027,120.368282,True,室內,小港,83,3.62,Normal
清山寺,高雄市大寮區,22.582377,120.385461,True,室內,大寮,101,4.57,High Risk
萬丹國小,屏東縣萬丹鄉,22.5826,120.4887,True,室內,大寮,101,6.82,High Risk
竹田國小,屏東縣竹田鄉,22.5828,120.544,True,室內,潮州,95,6.87,Normal
高雄市小港區桂林國民小學,高雄市小港區,22.583128,120.350425,True,室內,小港,83,2.32,Normal
高雄市立前鎮國民中學,高雄市前鎮區,22.583367,120.321031,True,室內,小港,83,2.6,Normal
高雄市小港區明義國民小學,高雄市小港區,22.5834,120.3678,True,室內,小港,83,3.65,Normal
竹田鄉公所,屏東縣竹田鄉,22.5847,120.544,True,室內,潮州,95,7.07,Normal
富翔天廈,高雄市大寮區,22.584752,120.380306,True,室內,小港,83,4.85,Normal
高雄市前鎮區前鎮國民小學,高雄市前鎮區,22.585437,120.308702,True,室內,前鎮,77,2.11,Normal
高雄市立興仁國民中學,高雄市前鎮區,22.5863,120.3139,True,室內,前鎮,77,2.1,Normal
高雄市立前鎮高級中學,高雄市前鎮區,22.586862,120.32001,True,室內,前鎮,77,2.29,Normal
香蘭國小,臺東縣太麻里鄉,22.587759,120.993452,True,室內,臺東,33,24.63,Normal
高雄市旗津區大汕國民小學,高雄市旗津區,22.5879,120.2877,True,室內,前鎮,77,2.81,Normal
高雄市立旗津國民中學,高雄市旗津區,22.5885,120.286,True,室內,前鎮,77,2.9,Normal
