名稱,縣市,緯度,經度,is_indoor,設施類型,最近測站,測站AQI,距離(km),風險等級
重慶國小,新北市板橋區,24.9945,121.4624,True,室內,土城,53,1.7,Normal
新路社區活動中心,桃園市龜山區,24.994912,121.334421,True,室內,桃園,31,2.96,Normal
壽山高級中學,桃園市龜山區,24.994986,121.341548,True,室內,桃園,31,3.68,Normal
東門國小,桃園市桃園區,24.9952,121.3149,True,室內,桃園,31,1.0,Normal
景華公園,臺北市文山區,24.9956,121.5446,False,室外,新店,38,2.16,Normal
智光商工,新北市永和區,24.9957,121.5143,True,室內,永和,34,2.38,Normal
中壢市芭里社區活動中心,桃園市中壢區,24.995705,121.203831,True,室內,平鎮,36,4.77,Normal
桃園國中,桃園市桃園區,24.9958,121.3048,True,室內,桃園,31,0.12,Normal
木柵高工,臺北市文山區,24.9959,121.5719,True,室內,新店,38,4.02,Normal
景興國小,臺北市文山區,24.9961,121.5482,True,室內,新店,38,2.35,Normal
景興國中,臺北市文山區,24.9962,121.5443,True,室內,新店,38,2.21,Normal
臺北市文山運動中心,臺北市文山區,24.9962,121.5443,True,室內,新店,38,2.21,Normal
嶺頂社區活動中心,桃園市龜山區,24.996761,121.342294,True,室內,桃園,31,3.76,Normal
自強國小,桃園市龜山區,24.997386,121.345413,True,室內,桃園,31,4.08,Normal
三民里集會所,桃園市桃園區,24.9976,121.3207,True,室內,桃園,31,1.61,Normal
文林國小,新北市樹林區,24.997757,121.426072,True,室內,土城,53,3.1,Normal
龜山國中,桃園市龜山區,24.997776,121.338533,True,室內,桃園,31,3.4,Normal
北門、朝陽二里聯合活動中心,桃園市桃園區,24.9978,121.3129,True,室內,桃園,31,0.87,Normal
民權市民活動中心,新北市永和區,24.998,121.5199,True,室內,永和,34,2.14,Normal
青溪、成功、東門里集會所,桃園市桃園區,24.9981,121.3145,True,室內,桃園,31,1.03,Normal
重慶國中,新北市板橋區,24.9982,121.4632,True,室內,板橋,38,1.7,Normal
中和區公所,新北市中和區,24.9982,121.5002,True,室內,永和,34,2.65,Normal
成功國小,桃園市桃園區,24.9983,121.3078,True,室內,桃園,31,0.49,Normal
阿柔市民活動中心,新北市深坑區,24.9983,121.6072,True,室內,松山,55,6.43,Normal
溪崑國中,新北市板橋區,24.9984,121.4313,True,室內,土城,53,2.72,Normal
自強國小,新北市中和區,24.9985,121.4719,True,室內,板橋,38,2.09,Normal
志清國小,臺北市文山區,24.9987,121.5388,True,室內,新店,38,2.39,Normal
自強國中,新北市中和區,24.9988,121.4726,True,室內,板橋,38,2.11,Normal
興華國小,臺北市文山區,24.9988,121.5587,True,室內,新店,38,3.19,Normal
積穗國小,新北市中和區,24.9991,121.4814,True,室內,板橋,38,2.76,Normal
青溪國小,桃園市桃園區,24.9997,121.3182,True,室內,桃園,31,1.44,Normal
秀朗國小,新北市永和區,24.9997,121.5214,True,室內,永和,34,1.99,Normal
中和國小,新北市中和區,24.9999,121.5016,True,室內,永和,34,2.41,Normal
積穗國中,新北市中和區,25.0004,121.4798,True,室內,板橋,38,2.55,Normal
萬芳高中,臺北市文山區,25.0005,121.5588,True,室內,新店,38,3.34,Normal
萬順市民活動中心,新北市深坑區,25.0008,121.6041,True,室內,松山,55,6.04,Normal
公十五公園,桃園市中壢區,25.000969,121.207661,False,室外,平鎮,36,5.37,Normal
永安、長安、長德三里聯合活動中心（永康公園管理中心）,桃園市桃園區,25.001,121.3033,False,室外,桃園,31,0.72,Normal
三民公園、青溪公園,桃園市桃園區,25.0013,121.3171,False,室外,桃園,31,1.42,Normal
鶴齡交誼中心,新北市中和區,25.0014,121.5011,True,室內,永和,34,2.31,Normal
南山高中,新北市中和區,25.0016,121.5034,True,室內,永和,34,2.15,Normal
興德國小,臺北市文山區,25.0017,121.5508,True,室內,古亭,31,3.0,Normal
深坑國中,新北市深坑區,25.0017,121.6183,True,室內,松山,55,6.7,Normal
深坑國小,新北市深坑區,25.0018,121.6169,True,室內,松山,55,6.6,Normal
萬芳國小,臺北市文山區,25.0019,121.5673,True,室內,新店,38,4.05,Normal
武林國小,新北市樹林區,25.002028,121.415438,True,室內,土城,53,4.26,Normal
博嘉國小,臺北市文山區,25.0021,121.5758,True,室內,新店,38,4.73,Normal
精忠集會所,桃園市龜山區,25.002285,121.343353,True,室內,桃園,31,3.96,Normal
中山國小,新北市板橋區,25.0023,121.4477,True,室內,板橋,38,1.62,Normal
興隆國小,臺北市文山區,25.0024,121.5519,True,室內,古亭,31,3.03,Normal
深坑市民活動中心,新北市深坑區,25.0025,121.6147,True,室內,松山,55,6.41,Normal
深坑區公所,新北市深坑區,25.0025,121.616,True,室內,松山,55,6.49,Normal
漳和國中,新北市中和區,25.0027,121.5055,True,室內,永和,34,1.93,Normal
興德里營區,臺北市文山區,25.0029,121.5571,False,室外,古亭,31,3.4,Normal
永康公園,桃園市桃園區,25.0032,121.3018,False,室外,桃園,31,1.0,Normal
後埔國小,新北市板橋區,25.0033,121.4627,True,室內,板橋,38,1.15,Normal
復興商工,新北市永和區,25.0035,121.5186,True,室內,永和,34,1.52,Normal
永和國小,新北市永和區,25.0036,121.517,True,室內,永和,34,1.49,Normal
武功國小,臺北市文山區,25.0039,121.5405,True,室內,古亭,31,2.16,Normal
公十三公園及兒增二,桃園市中壢區,25.003951,121.205639,False,室外,平鎮,36,5.69,Normal
福和國中,新北市永和區,25.004,121.5209,True,室內,永和,34,1.52,Normal
公八公園,桃園市中壢區,25.004304,121.214921,False,室外,中壢,50,5.71,Normal
東南科技大學,新北市深坑區,25.0044,121.6047,True,室內,松山,55,5.71,Normal
兒六兒童遊樂場,桃園市中壢區,25.004761,121.216768,True,室內,中壢,50,5.75,Normal
忠孝國中,新北市板橋區,25.0048,121.4616,True,室內,板橋,38,0.96,Normal
萬福國小,臺北市文山區,25.0048,121.5367,True,室內,古亭,31,1.9,Normal
興福國中,臺北市文山區,25.0049,121.5497,True,室內,古亭,31,2.68,Normal
昇高市民活動中心,新北市深坑區,25.0049,121.6287,True,室內,汐止,35,6.93,Normal
實踐國小,新北市板橋區,25.005,121.4664,True,室內,板橋,38,1.18,Normal
東勢市民活動中心,新北市平溪區,25.0052,121.7508,True,室內,汐止,35,12.99,Normal
嶺腳市民活動中心,新北市平溪區,25.0052,121.7508,True,室內,汐止,35,12.99,Normal
兒十四兒童公園,桃園市中壢區,25.00591,121.20791,False,室外,平鎮,36,5.92,Normal
直潭派出所,新北市新店區,25.005939,121.456585,True,室內,板橋,38,0.81,Normal
山北市民活動中心,新北市中和區,25.0061,121.5016,True,室內,永和,34,1.91,Normal
德林寺停車場,桃園市蘆竹區,25.00618693,121.258501,False,室外,桃園,31,4.86,Normal
辛亥國小,臺北市文山區,25.0063,121.5585,True,室內,古亭,31,3.32,Normal
三多國中,新北市樹林區,25.006414,121.414672,True,室內,新莊,36,3.94,Normal
永和國中,新北市永和區,25.0067,121.5233,True,室內,永和,34,1.34,Normal
保生國民小學,桃園市觀音區,25.006913,121.07162,True,室內,觀音,37,3.38,Normal
育才國小,新北市永和區,25.0071,121.5216,True,室內,永和,34,1.22,Normal
北門國小,桃園市桃園區,25.0072,121.307,True,室內,桃園,31,1.4,Normal
大業國小,桃園市桃園區,25.0074,121.3158,True,室內,桃園,31,1.78,Normal
永定國小,新北市石碇區,25.0078,121.688,True,室內,汐止,35,8.05,Normal
永平國小,新北市永和區,25.0081,121.5057,True,室內,永和,34,1.46,Normal
大觀國小,新北市板橋區,25.0086,121.4493,True,室內,板橋,38,1.06,Normal
三元、忠義里集會所,桃園市桃園區,25.0087,121.3234,True,室內,桃園,31,2.42,Normal
中壢區洽溪社區活動中心,桃園市中壢區,25.008748,121.202022,True,室內,大園,36,5.81,Normal
公十一公園,桃園市中壢區,25.008888,121.207384,False,室外,大園,36,5.82,Normal
大有國小,桃園市桃園區,25.0089,121.3205,True,室內,桃園,31,2.22,Normal
大有國中,桃園市桃園區,25.0093,121.3196,True,室內,桃園,31,2.19,Normal
土庫第1市民活動中心,新北市深坑區,25.01,121.6346,True,室內,汐止,35,6.28,Normal
石碇綜合活動大樓,新北市石碇區,25.0101,121.6423,True,室內,汐止,35,6.24,Normal
海山高中,新北市板橋區,25.0102,121.4709,True,室內,板橋,38,1.27,Normal
中壢區月眉社區活動中心,桃園市中壢區,25.01027,121.184493,True,室內,大園,36,5.93,Normal
龍壽國小,桃園市龜山區,25.010772,121.387488,True,室內,新莊,36,5.45,Normal
板橋國小,新北市板橋區,25.0108,121.4582,True,室內,板橋,38,0.25,Normal
永平高中,新北市永和區,25.0108,121.5086,True,室內,永和,34,1.04,Normal
大觀國中,新北市板橋區,25.0112,121.4485,True,室內,板橋,38,1.04,Normal
民族國中,臺北市大安區,25.0112,121.5388,True,室內,古亭,31,1.4,Normal
臺北市大安運動中心,臺北市大安區,25.0112,121.5388,True,室內,古亭,31,1.4,Normal
板橋高中,新北市板橋區,25.0117,121.4591,True,室內,板橋,38,0.15,Normal
會稽國小,桃園市桃園區,25.0118,121.3086,True,室內,桃園,31,1.93,Normal
大甲高中活動中心,臺中市大甲區,25.012024,121.465467,True,室內,板橋,38,0.69,Normal
公館國小,臺北市大安區,25.0124,121.5429,True,室內,古亭,31,1.63,Normal
石碇高中,新北市石碇區,25.0127,121.6426,True,室內,汐止,35,5.96,Normal
網溪國小,新北市永和區,25.0129,121.5193,True,室內,永和,34,0.55,Normal
公十公園,桃園市中壢區,25.01304,121.20699,False,室外,大園,36,5.35,Normal
民生公園市民活動中心,新北市板橋區,25.0137,121.4768,False,室外,板橋,38,1.83,Normal
臺北市中正運動中心,臺北市中正區,25.0137,121.535,True,室內,古亭,31,0.94,Normal
月眉環保公園,桃園市中壢區,25.014116,121.190069,False,室外,大園,36,5.36,Normal
會稽社區活動中心,桃園市桃園區,25.0142,121.3161,True,室內,桃園,31,2.44,Normal
銘傳國小,臺北市大安區,25.0142,121.5352,True,室內,古亭,31,0.91,Normal
竹林小學,新北市永和區,25.0145,121.5173,True,室內,永和,34,0.3,Normal
光復國小,新北市中和區,25.0148,121.4829,True,室內,板橋,38,2.45,Normal
公六公園,桃園市中壢區,25.015014,121.222287,False,室外,大園,36,5.49,Normal
柑林國小,新北市雙溪區,25.01513,121.804558,True,室內,基隆,39,13.45,Normal
虎子山,新北市貢寮區,25.015188,121.944391,True,室內,基隆,39,22.48,Normal
頂溪國小,新北市永和區,25.0155,121.5116,True,室內,永和,34,0.5,Normal
及人國小,新北市永和區,25.0157,121.512,True,室內,永和,34,0.46,Normal
長源社區活動中心,新北市雙溪區,25.0157,121.8028,True,室內,基隆,39,13.33,Normal
金甌女中,新北市永和區,25.0158,121.5193,True,室內,永和,34,0.33,Normal
福連國小,新北市貢寮區,25.0162,121.9888,True,室內,基隆,39,26.24,Normal
中壢區山東社區活動中心,桃園市中壢區,25.01621,121.173726,True,室內,大園,36,5.76,Normal
貢寮國中,新北市貢寮區,25.0164,121.9071,True,室內,基隆,39,19.41,Normal
三多國小,新北市樹林區,25.016651,121.4059,True,室內,新莊,36,3.58,Normal
同安里集會所,桃園市桃園區,25.0167,121.3018,True,室內,桃園,31,2.47,Normal
光復高中,新北市板橋區,25.0168,121.4828,True,室內,板橋,38,2.47,Normal
忠孝市民活動中心,新北市永和區,25.0169,121.5153,True,室內,永和,34,0.1,Normal
福隆國小,新北市貢寮區,25.0171,121.9487,True,室內,基隆,39,22.72,Normal
龍華社區活動中心,桃園市龜山區,25.017485,121.400544,True,室內,新莊,36,3.94,Normal
丹鳳國小,新北市新莊區,25.0175,121.4257,True,室內,新莊,36,2.38,Normal
光復國小,新北市板橋區,25.0177,121.484,True,室內,板橋,38,2.61,Normal
靈鷲山無生道場,新北市貢寮區,25.0177,121.9729,True,室內,基隆,39,24.76,Normal
桃園縣多功能藝文園區,桃園市桃園區,25.0179,121.2977,True,室內,桃園,31,2.68,Normal
埔墘國小,新北市板橋區,25.0181,121.4741,True,室內,板橋,38,1.66,Normal
上興公園,桃園市蘆竹區,25.01826193,121.262927,False,室外,桃園,31,4.98,Normal
同新公園,桃園市桃園區,25.0183,121.3014,False,室外,桃園,31,2.65,Normal
福隆青少年活動中心,新北市貢寮區,25.0184,121.9457,True,室內,基隆,39,22.39,Normal
迴龍社區活動中心,桃園市龜山區,25.018416,121.410691,True,室內,新莊,36,3.09,Normal
中山國中,新北市板橋區,25.0185,121.4676,True,室內,板橋,38,1.09,Normal
外柑市民活動中心,新北市雙溪區,25.018517,121.807814,True,室內,基隆,39,13.21,Normal
快樂國小,桃園市桃園區,25.0187,121.3154,True,室內,桃園,31,2.87,Normal
芳和國中,臺北市大安區,25.0187,121.5503,True,室內,古亭,31,2.1,Normal
螢橋國中,臺北市中正區,25.019,121.5265,True,室內,古亭,31,0.36,Normal
迴龍國中小學,桃園市龜山區,25.019376,121.405433,True,室內,新莊,36,3.42,Normal
同德社區活動中心,桃園市桃園區,25.0194,121.2925,True,室內,桃園,31,3.02,Normal
國光國小,新北市板橋區,25.0194,121.4533,True,室內,板橋,38,0.9,Normal
大安國小,臺北市大安區,25.0195,121.5496,True,室內,古亭,31,2.02,Normal
和平高中,臺北市大安區,25.0196,121.5491,True,室內,古亭,31,1.97,Normal
板橋莊敬市民活動中心,新北市板橋區,25.0197,121.4708,True,室內,板橋,38,1.43,Normal
新埔里活動中心,桃園市桃園區,25.0201,121.3056,True,室內,桃園,31,2.82,Normal
貢寮市民活動中心,新北市貢寮區,25.0206,121.9075,True,室內,基隆,39,19.14,Normal
古亭國小,臺北市大安區,25.0207,121.5285,True,室內,古亭,31,0.11,Normal
西埔里活動中心,桃園市桃園區,25.0209,121.2805,True,室內,桃園,31,3.82,Normal
四維市民活動中心,新北市新莊區,25.021171,121.421825,True,室內,新莊,36,2.16,Normal
裕民行政大樓,新北市新莊區,25.0212,121.4162,True,室內,新莊,36,2.48,Normal
春日里活動中心,桃園市桃園區,25.0216,121.3126,True,室內,桃園,31,3.09,Normal
中平國中,新北市新莊區,25.0216,121.4278,True,室內,新莊,36,1.88,Normal
莊敬社區活動中心,桃園市桃園區,25.0219,121.2999,True,室內,桃園,31,3.07,Normal
榮富國小,新北市新莊區,25.0219,121.418,True,室內,新莊,36,2.31,Normal
貢寮國小,新北市貢寮區,25.022,121.9151,True,室內,基隆,39,19.64,Normal
青年公園,臺北市萬華區,25.0221,121.507,False,室外,永和,34,1.1,Normal
白石市民活動中心,新北市平溪區,25.0221,121.7247,True,室內,汐止,35,9.77,Normal
文德國小,新北市板橋區,25.0225,121.4585,True,室內,板橋,38,1.06,Normal
薯榔市民活動中心,新北市平溪區,25.022689,121.728154,True,室內,汐止,35,10.04,Normal
大竹國中,桃園市蘆竹區,25.02289,121.258528,True,室內,桃園,31,5.64,Normal
萬大國小,臺北市萬華區,25.023,121.4993,True,室內,永和,34,1.84,Normal
朝陽公園,桃園市桃園區,25.0231,121.3062,False,室外,桃園,31,3.16,Normal
青年公園棒球場,臺北市萬華區,25.0231,121.4978,False,室外,永和,34,1.98,Normal
東園國小,臺北市萬華區,25.0231,121.4978,True,室內,永和,34,1.98,Normal
臺北市萬華運動中心,臺北市萬華區,25.0231,121.4978,True,室內,永和,34,1.98,Normal
河堤國小,臺北市中正區,25.0232,121.5226,True,室內,古亭,31,0.76,Normal
長庚醫護社區活動文康中心,桃園市龜山區,25.023311,121.357412,True,室內,林口,120,6.13,High Risk
菁桐市民活動中心,新北市平溪區,25.0235,121.7262,True,室內,汐止,35,9.83,Normal
平溪國中,新北市平溪區,25.0235,121.7336,True,室內,汐止,35,10.49,Normal
菁桐國小,新北市平溪區,25.0236,121.7266,True,室內,汐止,35,9.86,Normal
大崗社區活動中心,桃園市龜山區,25.023863,121.353653,True,室內,桃園,31,5.88,Normal
龍安國小,臺北市大安區,25.0239,121.5348,True,室內,古亭,31,0.64,Normal
五權社區活動中心,桃園市大園區,25.023949,121.230923,True,室內,大園,36,5.02,Normal
板橋國中,新北市板橋區,25.024,121.4542,True,室內,板橋,38,1.31,Normal
中港國小,新北市新莊區,25.0242,121.4138,True,室內,新莊,36,2.43,Normal
長庚里345號地下一樓,桃園市龜山區,25.024279,121.356905,True,室內,林口,120,6.03,High Risk
昌平國小,新北市新莊區,25.0243,121.4238,True,室內,新莊,36,1.75,Normal
古亭國中,臺北市中正區,25.0246,121.5106,True,室內,永和,34,1.02,Normal
平溪市民活動中心,新北市平溪區,25.0247,121.7371,True,室內,汐止,35,10.74,Normal
大竹國小,桃園市蘆竹區,25.02483395,121.258678,True,室內,桃園,31,5.75,Normal
新埔國中,新北市板橋區,25.0249,121.4597,True,室內,板橋,38,1.33,Normal
螢橋國小,臺北市中正區,25.0249,121.5144,True,室內,永和,34,0.9,Normal
龍門國中,臺北市大安區,25.0249,121.538,True,室內,古亭,31,0.98,Normal
新莊國中,新北市新莊區,25.0253,121.4225,True,室內,新莊,36,1.73,Normal
平湖市民活動中心,新北市平溪區,25.0256,121.7813,True,室內,基隆,39,11.71,Normal
橫峰社區活動中心,桃園市大園區,25.025624,121.213508,True,室內,大園,36,4.09,Normal
豐年市民活動中心,新北市新莊區,25.0258,121.4283,True,室內,新莊,36,1.42,Normal
新和國小,臺北市萬華區,25.026,121.5033,True,室內,永和,34,1.65,Normal
吳興國小,臺北市信義區,25.026,121.5686,True,室內,松山,55,2.85,Normal
莒光國小,新北市板橋區,25.0261,121.4736,True,室內,板橋,38,2.1,Normal
汴洲里老人活動中心,桃園市桃園區,25.0263,121.3038,True,室內,桃園,31,3.51,Normal
舊路社區活動中心,桃園市龜山區,25.02646,121.36753,True,室內,林口,120,5.73,High Risk
西園國小,臺北市萬華區,25.0266,121.4988,True,室內,永和,34,2.06,Normal
平溪國小,新北市平溪區,25.0272,121.7376,True,室內,汐止,35,10.67,Normal
昭惠廟,新北市貢寮區,25.0273,121.9316,True,室內,基隆,39,20.66,Normal
雙園國中,臺北市萬華區,25.0276,121.4927,True,室內,萬華,43,2.6,Normal
華江高中,臺北市萬華區,25.0285,121.4962,True,室內,萬華,43,2.33,Normal
信義國中,臺北市信義區,25.0286,121.5679,True,室內,松山,55,2.61,Normal
中正公園,桃園市桃園區,25.0288,121.2925,False,室外,桃園,31,3.99,Normal
江翠國中,新北市板橋區,25.0289,121.4684,True,室內,板橋,38,2.02,Normal
上林國小,新北市雙溪區,25.029,121.832,True,室內,基隆,39,13.29,Normal
萬華國中,臺北市萬華區,25.0291,121.4987,True,室內,萬華,43,2.15,Normal
牡丹心市民活動中心,新北市新莊區,25.0294,121.4431,True,室內,新莊,36,1.43,Normal
建安國小,臺北市大安區,25.0294,121.5461,True,室內,古亭,31,1.93,Normal
文聖國小,新北市板橋區,25.0295,121.4772,True,室內,板橋,38,2.62,Normal
忠義國小,臺北市中正區,25.0296,121.5062,True,室內,永和,34,1.73,Normal
中華區民活動中心,臺北市中正區,25.0297,121.5045,True,室內,永和,34,1.85,Normal
三興國小,臺北市信義區,25.0297,121.558,True,室內,古亭,31,3.04,Normal
大安森林公園,臺北市大安區,25.0301,121.5354,False,室外,古亭,31,1.21,Normal
新生國小,臺北市大安區,25.0304,121.5335,True,室內,古亭,31,1.16,Normal
瓊泰市民活動中心,新北市新莊區,25.0306,121.4467,True,室內,新莊,36,1.65,Normal
大安國中,臺北市大安區,25.0307,121.5462,True,室內,古亭,31,2.02,Normal
大理高中,臺北市萬華區,25.0308,121.4913,True,室內,萬華,43,2.42,Normal
思賢國小,新北市新莊區,25.0309,121.4433,True,室內,新莊,36,1.34,Normal
雙園國小,臺北市萬華區,25.0309,121.4975,True,室內,萬華,43,2.03,Normal
國語實小,臺北市中正區,25.0309,121.511,True,室內,永和,34,1.64,Normal
大理國小,臺北市萬華區,25.0312,121.4938,True,室內,萬華,43,2.22,Normal
建國中學,臺北市中正區,25.0312,121.5122,True,室內,永和,34,1.63,Normal
金華國中,臺北市大安區,25.0312,121.5331,True,室內,古亭,31,1.23,Normal
信義國小,臺北市信義區,25.0318,121.5632,True,室內,松山,55,2.55,Normal
共和社區活動中心,新北市雙溪區,25.0318,121.8661,True,室內,基隆,39,15.21,Normal
大安高工,臺北市大安區,25.0319,121.5432,True,室內,古亭,31,1.86,Normal
金華國小,臺北市大安區,25.0322,121.5277,True,室內,古亭,31,1.3,Normal
中正國中,臺北市中正區,25.0323,121.5221,True,室內,古亭,31,1.5,Normal
江翠國小,新北市板橋區,25.0324,121.4742,True,室內,板橋,38,2.67,Normal
永春高中,臺北市信義區,25.0327,121.5786,True,室內,松山,55,1.92,Normal
輔仁大學,新北市新莊區,25.0329,121.4341,True,室內,新莊,36,0.59,Normal
台北世貿一館,基隆市中正區,25.033152,121.56234,True,室內,松山,55,2.49,Normal
雙溪國小,新北市雙溪區,25.0334,121.8672,True,室內,基隆,39,15.16,Normal
華江國小,臺北市萬華區,25.0341,121.4912,True,室內,萬華,43,2.18,Normal
新莊國小,新北市新莊區,25.0342,121.4417,True,室內,新莊,36,1.02,Normal
松山家商,臺北市信義區,25.0348,121.5801,True,室內,松山,55,1.7,Normal
雙溪高中,新北市雙溪區,25.0349,121.8632,True,室內,基隆,39,14.76,Normal
南門國小,臺北市中正區,25.0352,121.5091,True,室內,萬華,43,1.26,Normal
南門國中,臺北市中正區,25.0352,121.5091,True,室內,萬華,43,1.26,Normal
平林市民活動中心,新北市雙溪區,25.035598,121.849136,True,室內,基隆,39,13.74,Normal
龍山國小,臺北市萬華區,25.0356,121.4962,True,室內,萬華,43,1.7,Normal
臺北市信義運動中心,臺北市信義區,25.0356,121.5733,True,室內,松山,55,1.69,Normal
松德公園,臺北市信義區,25.0356,121.5733,False,室外,松山,55,1.69,Warning
台北市世貿三館,基隆市中正區,25.035701,121.563833,True,室內,松山,55,2.18,Normal
中信國小,新北市新莊區,25.0358,121.4505,True,室內,新莊,36,1.83,Normal
仁愛國小,臺北市大安區,25.0358,121.5524,True,室內,古亭,31,2.86,Normal
新莊區公所,新北市新莊區,25.035834,121.450558,True,室內,新莊,36,1.83,Normal
新莊高中,新北市新莊區,25.0359,121.4525,True,室內,新莊,36,2.03,Normal
龍山國中,臺北市萬華區,25.036,121.5046,True,室內,萬華,43,1.22,Normal
博愛國小,臺北市信義區,25.0364,121.5711,True,室內,松山,55,1.69,Normal
興雅國中,臺北市信義區,25.0364,121.5723,True,室內,松山,55,1.64,Normal
私立恆毅高級中學,新北市新莊區,25.036593,121.453731,True,室內,新莊,36,2.14,Normal
新泰市民活動中心,新北市新莊區,25.0369,121.4451,True,室內,新莊,36,1.27,Normal
頭前國中,新北市新莊區,25.037,121.4564,True,室內,新莊,36,2.41,Normal
?公國中,臺北市信義區,25.0371,121.5853,True,室內,松山,55,1.58,Normal
弘道國中,臺北市中正區,25.0375,121.5153,True,室內,萬華,43,1.24,Normal
仁愛國中,臺北市大安區,25.0375,121.5507,True,室內,古亭,31,2.84,Normal
幸安國小,臺北市大安區,25.0376,121.535,True,室內,古亭,31,1.97,Normal
光華國小,新北市新莊區,25.0378,121.4438,True,室內,新莊,36,1.14,Normal
老松國小,臺北市萬華區,25.038,121.5027,True,室內,萬華,43,1.08,Normal
北一女中,臺北市中正區,25.0386,121.513,True,室內,萬華,43,1.01,Normal
東門國小,臺北市中正區,25.0387,121.5209,True,室內,萬華,43,1.56,Normal
福德國小,臺北市信義區,25.0389,121.5865,True,室內,松山,55,1.47,Normal
貴和市民活動中心,新北市泰山區,25.0394,121.4266,True,室內,新莊,36,0.62,Normal
財團法人臺北市東和禪寺,臺北市中正區,25.0394,121.5225,True,室內,萬華,43,1.66,Normal
松山工農,臺北市信義區,25.0398,121.572,True,室內,松山,55,1.32,Normal
光復國小,臺北市信義區,25.0402,121.5578,True,室內,松山,55,2.36,Normal
舊庄國小,臺北市南港區,25.040245,121.61735,True,室內,汐止,35,3.73,Normal
二二八和平公園,臺北市中正區,25.0403,121.5156,False,室外,萬華,43,1.03,Normal
懷生國中,臺北市大安區,25.0403,121.5412,True,室內,古亭,31,2.48,Normal
南上社區活動中心,桃園市龜山區,25.040457,121.300096,True,室內,桃園,31,5.11,Normal
南興公園,桃園市蘆竹區,25.04135998,121.287732,False,室外,桃園,31,5.47,Normal
明志科技大學,新北市泰山區,25.0417,121.4206,True,室內,新莊,36,1.27,Normal
中港第一市民活動中心,新北市新莊區,25.041825,121.455157,True,室內,新莊,36,2.32,Normal
老人文康活動中心,新北市平溪區,25.04193,121.775807,True,室內,基隆,39,9.83,Normal
全安市民活動中心,新北市新莊區,25.0423,121.4565,True,室內,新莊,36,2.47,Normal
龍騰活動中心,苗栗縣三義鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
雙潭活動中心,苗栗縣三義鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
鯉魚潭活動中心室內,苗栗縣三義鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
建中國民小學活動中心室內,苗栗縣三義鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
西湖村活動中心室內,苗栗縣三義鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
上?里民眾活動中心,苗栗縣苑裡鎮,25.042385,121.533012,True,室內,中山,51,2.32,Normal
銅鏡社區活動中心,苗栗縣三灣鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
西湖村活動中心室外,苗栗縣三義鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
鯉魚潭村活動中心室外,苗栗縣三義鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
建中國民小學操場室外,苗栗縣三義鄉,25.042385,121.533012,False,室外,中山,51,2.32,Warning
苑裡鎮立托兒所,苗栗縣苑裡鎮,25.042385,121.533012,True,室內,中山,51,2.32,Normal
苑裡鎮老人文康中心,苗栗縣苑裡鎮,25.042385,121.533012,True,室內,中山,51,2.32,Normal
苑裡鎮苑東苑南苑北社區聯合活動中,苗栗縣苑裡鎮,25.042385,121.533012,True,室內,中山,51,2.32,Normal
苗栗縣立苑裡高中操場,苗栗縣苑裡鎮,25.042385,121.533012,False,室外,中山,51,2.32,Warning
山腳國小田徑場,苗栗縣苑裡鎮,25.042385,121.533012,True,室內,中山,51,2.32,Normal
苑裡鎮中山國小操場,苗栗縣苑裡鎮,25.042385,121.533012,False,室外,中山,51,2.32,Warning
苑裡鎮立體育場,苗栗縣苑裡鎮,25.042385,121.533012,True,室內,中山,51,2.32,Normal
綺湖社區活動中心,雲林縣土庫鎮,25.042385,121.533012,True,室內,中山,51,2.32,Normal
大有市民活動中心,新北市三峽區,25.042385,121.533012,True,室內,中山,51,2.32,Normal
豐珠國中小活動中心,新北市貢寮區,25.042385,121.533012,True,室內,中山,51,2.32,Normal
大林鎮公所,嘉義縣大林鎮,25.042385,121.533012,True,室內,中山,51,2.32,Normal
西興村活動中心前廣場,嘉義縣大埔鄉,25.042385,121.533012,False,室外,中山,51,2.32,Warning
大埔鄉公所,嘉義縣大埔鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
文光國際英語村[室內],嘉義縣竹崎鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
嘉義縣竹崎鄉灣橋村朴子埔收容所暨防災物資整備所,嘉義縣竹崎鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
溪口國中室外,嘉義縣溪口鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
竹園國小室外,嘉義縣鹿草鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
後塘國小室外,嘉義縣鹿草鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
老人文康活動中心,彰化縣永靖鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
永靖鄉立托兒所,彰化縣永靖鄉,25.042385,121.533012,True,室內,中山,51,2.32,Normal
梧棲國小活動中心,臺中市梧棲區,25.042385,121.533012,True,室內,中山,51,2.32,Normal
